id,term
X7628,Fear of natural phenomena
X7629,Fear of the dark
X762A,Fear of animals
X762B,Fear of feathers
X762C,Fear of enclosed spaces
X762E,Fear of tunnels
X762F,Fear of phone boxes
X762G,Fear of flying
X762H,Flying phobia
X762I,Fear associated with illness and body function
X762J,Fear of anaesthetic
X762K,Fear of general anaesthetic
X762L,Fear of awareness under general anaesthetic
X762M,Fear of not waking from general anaesthetic
X762N,Fear of local anaesthetic
X762O,Fear of problem after anaesthetic
X762R,Fear of surgical masks
X762S,Fear of hospitals
X762T,Fear of death
X762U,Fear of contracting disease
X762V,Fear of infection
X762W,Fear of contracting venereal disease
X762X,Fear of contracting HIV infection
X762Y,Fear of contracting radiation sickness
X762Z,Fear of the bogey man
X762a,Fear of ghosts
X762b,Fear of school
X78wp,Apprehension
XE0ra,Nervousness
XE0rb,Feeling anxious
XE0ri,Fear
XE1Y7,Panic disorder
XE1YA,Phobic anxiety disorder
XE1YB,Phobic disorder NOS
XE1Zj,[X]Other specified anxiety disorders
XE1aW,(Anxiety state (& [states][panic attack])) or (pseudocyesis)
XE2Po,Maternal concern
XM00G,Separation anxiety
XM0Ak,School phobia
XM1OD,Hydrophobia
Xa00r,Fear of heights
Xa00s,Fear of water
Xa0XB,Fear relating to body function
Xa0XG,Anxiety about losing control of bowels
Xa0XH,Anxiety about wetting self
Xa0XI,Anxiety about vomiting in public
Xa0XJ,Anxiety about having a fit
Xa0XK,Anxiety about choking
Xa0XM,Anxiety about swallowing
Xa0XN,Anxiety about collapsing
Xa0XO,Anxiety about shaking
Xa0XP,Anxiety about sweating
Xa0XQ,Anxiety about dying
Xa0XR,Anxiety about going crazy
Xa0XS,Anxiety about losing emotional control
Xa0XU,Anxiety about becoming fat
Xa0XX,Anxiety about fainting
Xa0XY,Anxiety about having a heart attack
Xa0Xc,Anxiety about appearing ridiculous
Xa0Xd,Anxiety about saying the wrong thing
Xa19B,Performance anxiety
Xa1Ev,Fear of needles
Xa1a8,Examination phobia
Xa3Vj,Panic
Xa3Vk,Fear of insects
Xa3Vl,Fear of birds
Xa3WH,Fear associated with healthcare
Xa3WI,Fear of blood
Xa3WJ,Fear of getting cancer
Xa3Xk,Level of anxiety
Xa3Ys,Character trait observations of level of anxiety
Xa3Yt,Anxious character
Xa3Yu,Over-anxious character
Xa3Yv,Fearful character
Xa7k9,Parental anxiety
Xa7kB,Anxiety attack
Xa7lj,Cancer phobia
Xa7lx,Pre-examination nerves
XaABU,Castration anxiety complex
XaB96,Other phobias
XaECG,Anxiety counselling
XaEG0,Dysmorphophobia
XaIvf,Fear of falling
XaL0q,Referral for guided self-help for anxiety
XaMFU,Paruresis
XaP8d,Stranger anxiety
XaXwe,Health anxiety inventory short week score
Xaafv,Anxiety about breathlessness
Xab9G,Patient given advice about management of anxiety
Xaef0,Referral for psychological management of anxiety
XafF0,Signposting to Anxiety UK
Y00ef,Food phobia
Y0a86,Social situations due to a fear of being embarrassed or making a fool of myself
Y0a87,Certain situations because of a fear of having a panic attack or other distressing symptoms
Y0a88,Certain situations because of a fear of particular objects or activities
Y10e3,NDTMS - YP anxiety status
Y1b16,IPS Anxiety/Depression level
Y5448,Anxiety with depression
