id,term
H247.,Pneumonia with other systemic mycoses
H2470,Candidal pneumonia
H247z,Pneumonia with systemic mycosis NOS
H24y.,Pneumonia with other infectious diseases EC
H24y0,Actinomycotic pneumonia
H24y1,Nocardial pneumonia
H24y2,Pneumocystis carinii pneumonia
H24y5,Toxoplasma pneumonia
H24y6,Typhoid pneumonia
H24y7,Chickenpox pneumonia
H24yz,Pneumonia with other infectious diseases EC NOS
H24z.,Pneumonia with infectious diseases EC NOS
H26..,Pneumonia due to unspecified organism
H260.,Lobar pneumonia due to unspecified organism
H261.,Basal pneumonia due to unspecified organism
H270.,Influenzal pneumonia
H2700,Influenza with bronchopneumonia
H2701,"Influenza with pneumonia, influenza virus identified"
H270z,Influenza with pneumonia NOS
H2y..,Other specified pneumonia or influenza
H2z..,Pneumonia or influenza NOS
H311.,Mucopurulent chronic bronchitis
H3110,Purulent chronic bronchitis
H311z,Mucopurulent chronic bronchitis NOS
H313.,Mixed simple and mucopurulent chronic bronchitis
H341.,Post-infective bronchiectasis
H5109,Pneumococcal pleurisy
H510A,Staphylococcal pleurisy
H510B,Streptococcal pleurisy
H530.,Lung abscess
H5300,Single lung abscess
H5301,Multiple lung abscesses
H5303,Abscess of lung with pneumonia
H530z,Abscess of lung NOS
Hyu08,[X]Other viral pneumonia
Hyu09,[X]Pneumonia due to other aerobic gram-negative bacteria
Hyu0A,[X]Other bacterial pneumonia
Hyu0B,[X]Pneumonia due to other specified infectious organisms
Hyu0C,[X]Pneumonia in bacterial diseases classified elsewhere
Hyu0D,[X]Pneumonia in viral diseases classified elsewhere
Hyu0E,[X]Pneumonia in mycoses classified elsewhere
Hyu0F,[X]Pneumonia in parasitic diseases classified elsewhere
Hyu0H,"[X]Other pneumonia, organism unspecified"
Hyu1.,[X]Other acute lower respiratory infections
Hyu10,[X]Acute bronchitis due to other specified organisms
Hyu11,[X]Acute bronchiolitis due to other specified organisms
Q3100,Congenital staphylococcal pneumonia
Q3101,Congenital group A haemolytic streptococcal pneumonia
Q3102,Congenital group B haemolytic streptococcal pneumonia
Q3103,Congenital Escherichia coli pneumonia
Q3104,Congenital pseudomonal pneumonia
Q3106,Congenital chlamydial pneumonia
Qyu31,[X]Congenital pneumonia due to other bacterial agents
Qyu32,[X]Congenital pneumonia due to other organisms
SP132,Postoperative chest infection
X1004,Infection of lower respiratory tract
X1006,Chest infection - unspecified bronchitis
X1007,Acute bacterial bronchitis
X1009,Acute mycoplasmal bronchitis
X100A,Acute chlamydial bronchitis
X100B,Acute viral bronchitis
X100C,Acute viral bronchiolitis
X100D,Acute bronchiolitis due to adenovirus
X100G,Atypical pneumonia
X100H,Bacterial pneumonia
X100J,Pneumococcal pneumonia
X100K,Pneumonic plague
X100L,Meningococcal pneumonia
X100N,Chlamydial pneumonia
X100O,Neonatal chlamydial pneumonia
X100R,Fungal pneumonia
X100S,Pulmonary mucormycosis
X100V,Chronic pulmonary coccidioidomycosis
X100W,Pulmonary blastomycosis
X100Y,Mycobacterial pneumonia
X100b,Pneumonia due to parasitic infestation
X100d,Rickettsial pneumonia
X100e,Glandular fever pneumonia
X100f,Mononuclear interstitial pneumonia
X100g,Herpes simplex pneumonia
X100h,Giant cell pneumonia
X100j,Chronic bronchial sepsis
X101K,Tuberculous chylothorax
X104U,Tracheal sepsis
X104j,Tuberculous bronchopleural fistula
X104k,Bronchial sepsis
X70RK,Acute pulmonary histoplasmosis capsulati
X70RL,Chronic pulmonary histoplasmosis capsulati
X70RZ,Acute pulmonary African histoplasmosis
X70Ra,Chronic pulmonary African histoplasmosis
X70Rg,Chronic pulmonary blastomycosis
X70Ua,Capillaria aerophila chest infection
XE0Qw,Whooping cough
XE0Xs,Chest infection NOS
XE0Xt,Acute lower respiratory tract infection
XE0YG,Viral pneumonia
XE0YH,Pneumococcal lobar pneumonia
XE0YI,Pneumonia with infectious diseases EC
XE0YJ,Bronchopneumonia due to unspecified organism
XE0YM,Purulent chronic bronchitis
XE0Yt,Acute: [bronchitis]/[chest infections]/[tracheobronchitis]
XE2b5,Psittacosis
XE2wL,Tuberculous pleural empyema
Xa0Aa,Congenital rubella pneumonitis
Xa0B7,Congenital viral pneumonia
Xa0B8,Congenital bacterial pneumonia
Xa0Y7,Non-tuberculous mycobacterial pneumonia
Xa97Y,Tuberculosis of trachea
Xa97Z,Pulmonary mycobacterium avium-intracellulare infection
XaBE9,Basal pneumonia due to unspecified organism
XaBM8,Recurrent chest infection
XaBfJ,Secondary bacterial pneumonia
XaDcV,Viral lower respiratory infection
XaDsa,Infective pneumonia
XaDsb,Congenital infective pneumonia
XaDtB,Acute infective bronchitis
XaDth,Acute infective tracheobronchitis
XaDtl,Legionnaire's disease
XaEW2,Infective pleurisy
XaEW3,Bacterial pleurisy
XaEW4,Viral pleurisy
XaYYt,Acute bronchiolitis due to human metapneumovirus
XaYYu,Pneumonia due to human metapneumovirus
XaYby,Hantavirus pulmonary syndrome
XaeVN,Influenza with pneumonia due to seasonal influenza virus
XaeVO,Pneumonia due to Gram negative bacteria
Y210a,Pneumonia caused by severe acute respiratory syndrome coronavirus 2 (disorder)
