id,term
X80Mq,Cholic acid
X80Mr,Conjugated bile acids
X80Ms,Deoxycholic acid
X80Mt,Lithocholic acid
X80OB,Lecithin
X80d6,Acetylcholine receptor antibody
X90JT,Podophyllin 10%
XE11q,Acatalasaemia
XE25a,Serum aminophylline level
XE28E,Pseudocholinesterase (& level (& serum))
XE2me,Serum pseudocholinesterase level
XE2tB,Primary hyperoxaluria type I
XE2ws,Peak flow rate after bronchodilation
XE2xQ,Peak flow rate before bronchodilation
XM0l5,Chenodeoxycholic acid
XM15i,Bronchodilators used once daily
XSFQf,Tetrahydrocortisone measurement
XSJoY,Cholinesterase measurement
Xa4x3,Beclamide poisoning
Xa4x4,Accidental beclamide poisoning
Xa4x5,Intentional beclamide poisoning
Xa4x6,Beclamide poisoning of undetermined intent
Xa52q,Accidental pilocarpine poisoning
Xa52r,Intentional pilocarpine poisoning
Xa52s,Pilocarpine poisoning of undetermined intent
Xa52t,Accidental acetylcholine poisoning
Xa52u,Intentional acetylcholine poisoning
Xa52v,Acetylcholine poisoning of undetermined intent
Xa52w,Accidental anticholinesterase poisoning
Xa52x,Intentional anticholinesterase poisoning
Xa52y,Anticholinesterase poisoning of undetermined intent
Xa534,Salbutamol poisoning
Xa535,Accidental salbutamol poisoning
Xa536,Intentional salbutamol poisoning
Xa537,Salbutamol poisoning of undetermined intent
Xa53v,Accidental poisoning by bronchodilator drug
Xa53w,Intentional poisoning by bronchodilator drug
Xa53x,Poisoning by bronchodilator drug of undetermined intent
Xa53y,Accidental aminophylline poisoning
Xa53z,Intentional aminophylline poisoning
Xa540,Aminophylline poisoning of undetermined intent
Xa541,Accidental theophylline poisoning
Xa542,Intentional theophylline poisoning
Xa543,Theophylline poisoning of undetermined intent
Xa5Jg,Beclamide adverse reaction
Xa5M5,Acetylcholine chloride adverse reaction
Xa5M6,Methacholine adverse reaction
Xa5M7,Anticholinesterase parasympathomimetic adverse reaction
Xa5M8,Physostigmine adverse reaction
Xa5M9,Demecarium adverse reaction
Xa5MA,Distigmine adverse reaction
Xa5MB,Ecothiopate adverse reaction
Xa5MC,Edrophonium adverse reaction
Xa5MD,Pyridostigmine adverse reaction
Xa5ME,Neostigmine adverse reaction
Xa5MW,Salmeterol adverse reaction
Xa5MX,Salbutamol adverse reaction
Xa5MZ,Fenoterol adverse reaction
Xa5Mb,Reproterol adverse reaction
Xa5Mc,Rimiterol adverse reaction
Xa5Me,Terbutaline adverse reaction
Xa5My,Anticholinergic adverse reaction
Xa5Mz,Antimuscarinic adverse reaction
Xa5N0,Belladonna alkaloids adverse reaction
Xa5N1,Piperidolate hydrochloride adverse reaction
Xa5N2,Biperiden adverse reaction
Xa5N3,Emepronium bromide adverse reaction
Xa5N4,Terodiline hydrochloride adverse reaction
Xa5N5,Lachesine chloride adverse reaction
Xa5N6,Tropicamide adverse reaction
Xa5N7,Hyoscine adverse reaction
Xa5N8,Hyoscine hydrobromide adverse reaction
Xa5N9,Atropine adverse reaction
Xa5NA,Trihexyphenidyl adverse reaction
Xa5NB,Benzatropine adverse reaction
Xa5NC,Cyclopentolate adverse reaction
Xa5ND,Glycopyrronium adverse reaction
Xa5NE,Homatropine adverse reaction
Xa5NF,Ipratropium adverse reaction
Xa5NG,Methixene adverse reaction
Xa5NH,Orphenadrine adverse reaction
Xa5NI,Orphenadrine hydrochloride adverse reaction
Xa5NJ,Orphenadrine citrate adverse reaction
Xa5NK,Oxitropium adverse reaction
Xa5NL,Oxybutynin adverse reaction
Xa5NM,Procyclidine adverse reaction
Xa5OS,Aminophylline adverse reaction
Xa5OT,Choline theophyllinate adverse reaction
Xa5OU,Theophylline adverse reaction
Xa5OV,Bronchodilator preparations adverse reaction
Xa5QI,Cholinesterase reactivator adverse reaction
Xa5QJ,Pralidoxime adverse reaction
Xa5Wo,Hydrocortisone adverse reaction
Xa5Wp,Topical hydrocortisone adverse reaction
Xa5Wq,Topical compound hydrocortisone preparation adverse reaction
Xa5Wr,Prednisone adverse reaction
Xa5X1,Beclometasone adverse reaction
Xa5X9,Fluticasone adverse reaction
Xa5XA,Mometasone adverse reaction
Xa5XB,Dexamethasone adverse reaction
Xa5XC,Topical dexamethasone adverse reaction
Xa5XD,Topical compound dexamethasone preparation adverse reaction
Xa5XE,Methylprednisolone adverse reaction
Xa5XF,Prednisolone adverse reaction
Xa5XG,Topical prednisolone adverse reaction
Xa5XH,Prednisolone drops adverse reaction
Xa5XI,Rectal prednisolone preparations adverse reaction
Xa5XK,Budesonide adverse reaction
Xa5XL,Topical budesonide adverse reaction
Xa5dV,Moxisylyte adverse reaction
Xa5i9,Beclamide allergy
Xa5kY,Acetylcholine chloride allergy
Xa5kZ,Methacholine allergy
Xa5ka,Anticholinesterase parasympathomimetic allergy
Xa5kb,Physostigmine allergy
Xa5kc,Demecarium allergy
Xa5kd,Distigmine allergy
Xa5ke,Ecothiopate allergy
Xa5kf,Edrophonium allergy
Xa5kg,Pyridostigmine allergy
Xa5kh,Neostigmine allergy
Xa5kz,Salmeterol allergy
Xa5l0,Salbutamol allergy
Xa5l2,Fenoterol allergy
Xa5l4,Reproterol allergy
Xa5l5,Rimiterol allergy
Xa5l7,Terbutaline allergy
Xa5lR,Anticholinergic allergy
Xa5lS,Antimuscarinic allergy
Xa5lT,Belladonna alkaloids allergy
Xa5lU,Piperidolate hydrochloride allergy
Xa5lV,Biperiden allergy
Xa5lW,Emepronium bromide allergy
Xa5lX,Terodiline hydrochloride allergy
Xa5lY,Lachesine chloride allergy
Xa5lZ,Tropicamide allergy
Xa5la,Hyoscine allergy
Xa5lb,Hyoscine hydrobromide allergy
Xa5lc,Atropine allergy
Xa5ld,Trihexyphenidyl allergy
Xa5le,Benzatropine allergy
Xa5lf,Cyclopentolate allergy
Xa5lg,Glycopyrronium allergy
Xa5lh,Homatropine allergy
Xa5li,Ipratropium allergy
Xa5lj,Methixene allergy
Xa5lk,Orphenadrine allergy
Xa5ll,Orphenadrine hydrochloride allergy
Xa5lm,Orphenadrine citrate allergy
Xa5ln,Oxitropium allergy
Xa5lo,Oxybutynin allergy
Xa5lp,Procyclidine allergy
Xa5mv,Aminophylline allergy
Xa5mw,Choline theophyllinate allergy
Xa5mx,Theophylline allergy
Xa5my,Bronchodilator preparations allergy
Xa5ok,Cholinesterase reactivator allergy
Xa5ol,Pralidoxime allergy
Xa5vH,Hydrocortisone allergy
Xa5vI,Topical hydrocortisone allergy
Xa5vJ,Topical compound hydrocortisone preparation allergy
Xa5vK,Prednisone allergy
Xa5vU,Beclometasone allergy
Xa5vc,Fluticasone allergy
Xa5vd,Mometasone allergy
Xa5ve,Dexamethasone allergy
Xa5vf,Topical dexamethasone allergy
Xa5vg,Topical compound dexamethasone preparation allergy
Xa5vh,Methylprednisolone allergy
Xa5vi,Prednisolone allergy
Xa5vj,Topical prednisolone allergy
Xa5vk,Prednisolone drops allergy
Xa5vl,Rectal prednisolone preparations allergy
Xa5vn,Budesonide allergy
Xa5vo,Topical budesonide allergy
Xa61y,Moxisylyte allergy
Xa6Fb,Beclamide overdose
Xa6Fc,Accidental beclamide overdose
Xa6Fd,Intentional beclamide overdose
Xa6Fe,Beclamide overdose of undetermined intent
Xa6Lw,Parasympathomimetic overdose
Xa6Lx,Pilocarpine overdose
Xa6Ly,Accidental pilocarpine overdose
Xa6Lz,Intentional pilocarpine overdose
Xa6M0,Pilocarpine overdose of undetermined intent
Xa6M1,Acetylcholine overdose
Xa6M2,Accidental acetylcholine overdose
Xa6M3,Intentional acetylcholine overdose
Xa6M4,Acetylcholine overdose of undetermined intent
Xa6M5,Anticholinesterase overdose
Xa6M6,Accidental anticholinesterase overdose
Xa6M7,Intentional anticholinesterase overdose
Xa6M8,Anticholinesterase overdose of undetermined intent
Xa6MG,Salbutamol overdose
Xa6MH,Accidental salbutamol overdose
Xa6MI,Intentional salbutamol overdose
Xa6MJ,Salbutamol overdose of undetermined intent
Xa6MS,Anticholinergic drug overdose
Xa6MT,Hyoscine overdose
Xa6MU,Accidental hyoscine overdose
Xa6MV,Intentional hyoscine overdose
Xa6MW,Hyoscine overdose of undetermined intent
Xa6MX,Atropine overdose
Xa6MY,Accidental atropine overdose
Xa6MZ,Intentional atropine overdose
Xa6Ma,Atropine overdose of undetermined intent
Xa6NB,Aminophylline overdose
Xa6NC,Accidental aminophylline overdose
Xa6ND,Intentional aminophylline overdose
Xa6NE,Aminophylline overdose of undetermined intent
Xa6NF,Theophylline overdose
Xa6NG,Accidental theophylline overdose
Xa6NH,Intentional theophylline overdose
Xa6NI,Theophylline overdose of undetermined intent
Xa6NJ,Bronchodilator preparations overdose
Xa6NK,Accidental bronchodilator preparations overdose
Xa6NL,Intentional bronchodilator preparations overdose
Xa6NM,Bronchodilator preparations overdose of undetermined intent
Xa6Tb,Prednisone overdose
Xa6Tc,Accidental prednisone overdose
Xa6Td,Intentional prednisone overdose
Xa6Te,Prednisone overdose of undetermined intent
Xa6Tf,Dexamethasone overdose
Xa6Tg,Accidental dexamethasone overdose
Xa6Th,Intentional dexamethasone overdose
Xa6Ti,Dexamethasone overdose of undetermined intent
Xa6bd,Intravenous hydrocortisone therapy
Xa7kI,Bronchodilator
Xa87H,Bronchodilator therapy
Xa95Y,Salmonella tranoroa
XaC0I,Subcutaneous injection of hydrocortisone acetate
XaC0L,Injection of hydrocortisone acetate into shoulder joint
XaC0M,Injection of hydrocortisone acetate into ankle joint
XaC0N,Injection of hydrocortisone acetate into knee joint
XaC2I,Methylprednisolone pulse therapy
XaDt1,[X]Topical hydrocortisone adverse reaction
XaEGA,Peak expiratory flow rate after bronchodilation
XaEHe,Peak expiratory flow rate before bronchodilation
XaEHu,Cortisol - serum
XaEKx,Cholinesterase level
XaEN4,Plasma cholinesterase level
XaENn,Acetyl choline receptor antibody level
XaERG,Peroxisomal antibody level
XaERV,Serum cholinesterase level
XaERm,Cholinesterase phenotype
XaINi,Number of times bronchodilator used in one week
XaINj,Number of times bronchodilator used in 24 hours
XaIRs,Serum theophylline level
XaIUY,Salbutamol reversibility
XaIUZ,Negative reversibility test to salbutamol
XaIUa,Ipratropium reversibility
XaIUb,Negative reversibility test to ipratropium bromide
XaIUd,Neg reversibil test to combinat of salbutamol + ipratrop br
XaIUg,Positive reversibility test to salbutamol
XaIUh,Positive reversibility test to ipratropium bromide
XaIUj,Pos reversib test to combin of salbutamol + ipratropium br
XaIaN,Roche number
XaIay,Serum fluoride number
XaIe0,Serum dibucaine number
XaIp3,Cholinesterase genotype
XaItU,Plasma theophylline level
XaIxQ,FEV1 before bronchodilation
XaIxR,FEV1 after bronchodilation
XaJ3K,FVC after bronchodilation
XaJ9D,FEV1/FVC ratio before bronchodilator
XaJ9E,FEV1/FVC ratio after bronchodilator
XaJEx,Red blood cell cholinesterase level
XaJGJ,Serum prednisolone level
XaJmV,Cholinesterase screen
XaJq4,Ro-02-0683 number
XaJq5,Serum propranolol number
XaJr8,Intramuscular injection of methylprednisolone
XaJuz,Reversibility trial by bronchodilator
XaJv0,Reversibility trial by anticholinergic
XaKLf,Acetylcholinesterase level
XaKQA,Propanol number
XaLcv,Bronchodil response inhaled therapy us simple meas airflow
XaLcw,Broncho response inhaled therapy us complex measures airflow
XaMo5,24 hour urine tetrahydrocortisone measurement
XaMqi,Urine tetrahydrocortisone level
XaMqj,Urine tetrahydrocortisone excretion per measured volume
XaPpI,Forced vital capacity before bronchodilation
XaVx3,Percentage predicted FEV1 after bronchodilation
XaX4Y,Post overnight dexamethasone cortisol level
XaXeg,Post bronchodilator spirometry
XaYmL,Vital capacity after bronchodilation
XaYpC,Percentage of predicted vital capacity after bronchodilation
XaZ4m,Bronchodilator used infrequently
XaZ5b,Bronchodilator not used in last month
XaZyl,FEV1/VC ratio after bronchodilator
XaZyt,FVC (forced vital capacity) after change of bronchodilator
XaZyu,FVC post bronchodilator percentage change
XaZz1,FEV1 after change of bronchodilator
Xaa1y,Injection of hydrocortisone acetate into elbow joint
XaaGl,Tetrahydrocortisone/creatinine ratio
Xab2f,Percentage of predicted FVC after bronchodilation
Xab4G,Urine tetrahydrocortisone:creatinine ratio
Xab9H,Serum Roche number
XabAc,Red blood cell acetylcholinesterase level
XabAd,Serum acetylcholinesterase level
XabAe,Serum butyrylcholinesterase level
XagBE,Anticholinergic Cognitive Burden Scale score
Y13a3,Worsening asthma - steroid Rescue dose prednisolone
Y13a4,Worsening asthma - steroid Rescue dose prednisolone no. 5mg tabs
Y13a5,Worsening asthma - steroid Rescue dose prednisolone no. days treatment
Y1a15,Acetyl choline receptor antibody level
Y1c91,LUNSER - Anticholinergic side effects subscale
Y262f,"MFRA: Oral corticosteroid therapy eg prednisolone, for more than 3 months"
Y283d,Adolescent X-linked adrenoleukodystrophy
Y283e,Childhood cerebral X-linked adrenoleukodystrophy
Y5721,Bronchodilators used > 1/day
Y5722,Bronchodilators used 1/day
Y8431,PFR after bronchodilation
a41..,Atropine sulphate [antispasmodic]
a411.,Atropine sulphate 600micrograms tablet
a42..,Atropine methonitrate
a421.,Eumydrin 0.6% solution
a42z.,Atropine methonitrate 0.6% solution
a44..,Belladonna alkaloids
a441.,Aluminium hydroxide+belladonna mixture
a442.,Belladonna paediatric 0.05mg/5mL liquid
a443.,Magnesium trisilicate+belladonna 0.15mg tablet
a444.,Alka-Donna tablet
a445.,Alka-Donna suspension
a446.,Aluhyde tablet
a447.,Bellocarb tablet
a448.,Carbellon tablet
a449.,Neutradonna tablet
a44a.,Neutradonna powder
a44b.,Peptard 0.2mg tablet
a44c.,Actonorm powder
a45..,Dicyclomine hydrochloride
a451.,Kolanticon gel
a452.,Kolantyl gel
a453.,Merbentyl 10mg tablet
a454.,Merbentyl 10mg/5mL syrup
a455.,Merbentyl 20mg tablet
a45x.,Dicycloverine hydrochloride 20mg tablet
a45y.,Dicycloverine hydrochloride 10mg tablet
a45z.,Dicycloverine hydrochloride 10mg/5mL oral liquid
a46..,Glycopyrronium bromide [antispasmodic]
a461.,Robinul 2mg tablet
a46z.,Glycopyrronium 2mg tablet
a47..,Hyoscine butylbromide
a471.,Buscopan 10mg tablet
a472.,Buscopan 20mg/1mL injection
a473.,Buscopan IBS Relief 10mg tablet
a474.,BUSCOPAN CRAMPS 10mg tablets
a47y.,Hyoscine butylbromide 10mg tablet
a47z.,Hyoscine butylbromide 20mg/1mL injection
a48..,Mepenzolate bromide
a481.,Cantil 25mg tablet
a482.,Cantil 12.5mg/5mL elixir
a48y.,Mepenzolate bromide 25mg tablet
a48z.,Mepenzolate brom 12.5mg/5mL elixir
a49..,Pipenzolate bromide
a491.,Piptal 5mg tablet
a492.,Piptalin suspension
a493.,Pipenzolate bromide suspension
a49y.,Pipenzolate bromide+dimethicone 4mg/40mg/5mL oral suspension
a49z.,Pipenzolate bromide 5mg tablet
a4a..,Piperidolate hydrochloride
a4a1.,Dactil 50mg tablet
a4az.,Piperidolate hydrochloride 50mg tablet
a4b..,Poldine methylsulphate
a4b1.,Nacton 2mg tablet
a4b2.,Nacton Forte 4mg tablet
a4by.,Poldine methylsulphate 2mg tablet
a4bz.,Poldine methylsulphate 4mg tablet
a4c..,Propantheline bromide [antispasmodic]
a4c1.,Propantheline bromide 15mg tablet
a4c2.,Pro-Banthine 15mg tablet
a513.,Alka-Donna-P tablet
a514.,Alka-Donna-P mixture
aa4..,Prednisolone [for preparations see rectal prednisolone]
aa9..,Budesonide [gastro-intestinal]
aa91.,Budesonide 3mg m/r capsule
aa92.,Entocort CR 3mg m/r capsule
aa93.,Budenofalk 3mg capsule
aa94.,BUDENOFALK 9mg/sachet gastro-resistant granules
aa95.,BUDESONIDE 9mg/sachet gastro-resistant granules
aa96.,CORTIMENT 9mg m/r tablets
aa97.,BUDESONIDE 9mg m/r tablets
aa9z.,Budesonide 3mg capsule
aaB..,BECLOMETASONE [GASTRO-INTESTINAL USE]
aaB1.,CLIPPER 5mg e/c m/r tablets
aaBz.,BECLOMETASONE DIPROPIONATE 5mg e/c m/r tablets
ai1..,Rectal hydrocortisone
ai11.,Hydrocortisone 25mg suppository
ai12.,Colifoam 10% foam 20.8g
ai13.,Cortenema 100mg/60mL enema
ai14.,Hydrocortisone acetate 10% rectal foam
ai15.,Hydrocortisone acetate 25mg suppository
ai2..,Rectal prednisolone
ai21.,Predenema 20mg/100mL standard tube retention enema
ai22.,Predenema 20mg/100mL long tube retention enema
ai23.,Predsol 20mg/100mL retention enema
ai24.,Predsol 5mg suppository
ai25.,Predfoam 20mg foam 25g
ai26.,Prednisolone 20mg/100mL enema
ai27.,Prednisolone 5mg suppository
ai28.,Prednisolone 20mg rectal foam 20g
ai29.,Prednisolone 20mg/100mL long tube retention enema
ai2a.,Prednisolone 20mg/100mL standard tube retention enema
ai2b.,PREDNISOLONE 20mg/dose rectal foam 25g
ai3..,Rectal budesonide
ai31.,Budesonide 2mg/100mL enema
ai32.,Entocort 2mg/100mL enema
ai33.,BUDENOFALK 2mg/actuation foam
ai34.,BUDESONIDE 2mg/actuation foam
aj1m.,Perinal spray
aj1n.,Hydrocortisone+lidocaine 0.2%/1% spray
au1..,Pralidoxime mesylate
au11.,Pralidoxime mesylate 1g/5mL injection
b711.,Mersalyl injection 2mL
bb2..,Atropine sulphate [antiarrhythmic]
bb21.,Atropine sulphate 400micrograms/1mL injection
bb22.,Atropine sulphate 600micrograms/1mL injection
bb23.,Atropine sulphate 15mg/25mL injection
bb24.,Atropine sulphate 800micrograms/1mL injection
bb25.,Atropine sulphate 1mg/1mL injection
bb26.,Atropine sulphate 600micrograms/0.5mL injection
bb27.,Atropine sulphate 1.25mg/1mL injection
bb28.,Atropine sulphate 3mg/10mL prefilled syringe
bb29.,Atropine sulphate 3mg/30mL prefilled syringe
bb2A.,Min-I-Jet Atropine sulphate 3mg/30mL prefilled syringe
bb2B.,Atropine sulphate 3mg/10mL injection
bb2C.,Atropine sulphate 1mg/5mL prefilled syringe
bb2D.,Atropine sulphate 600micrograms/1mL prefilled syringe
bn5..,Moxisylyte
bn51.,Opilon 40mg tablet
bn52.,Opilon 5mg/1mL injection
bn53.,Opilon 30mg/2mL injection
bn5x.,Moxisylyte 40mg tablet
bn5y.,Thymoxamine 5mg/1mL injection
bn5z.,Thymoxamine 30mg/2mL injection
c11..,Salbutamol [oral preparations]
c111.,Asmaven 2mg tablet
c112.,Asmaven 4mg tablet
c113.,Cobutolin 2mg tablet
c114.,Cobutolin 4mg tablet
c115.,Salbulin 2mg tablet
c116.,Salbulin 4mg tablet
c117.,Salbulin 2mg/2mL liquid
c118.,Ventolin 2mg tablet
c119.,Ventolin 4mg tablet
c11D.,Salapin 2mg/5mL sugar free syrup
c11a.,Ventolin 8mg m/r tablet
c11b.,Ventolin 2mg/5mL s/f syrup
c11c.,Volmax 4mg m/r tablet
c11d.,Volmax 8mg m/r tablet
c11e.,Salbuvent 2mg tablet
c11f.,Salbuvent 4mg tablet
c11g.,Salbuvent 2mg/5mL syrup
c11h.,Salbuvent 2mg/5mL syrup 2litre
c11i.,Ventolin CR 4mg m/r tablet
c11j.,Salbutamol 4mg m/r tablet
c11k.,Ventolin CR 8mg m/r tablet
c11m.,Libetist 2mg/5mL sugar free syrup
c11n.,Salbutamol 4mg m/r capsule
c11o.,Salbutamol 8mg m/r capsule
c11p.,Ventmax SR 4mg m/r capsule
c11q.,Ventmax SR 8mg m/r capsule
c11v.,Salbutamol 4mg tablet
c11w.,Salbutamol 2mg/2mL liquid
c11x.,Salbutamol 2mg tablet
c11y.,Salbutamol 8mg m/r tablet
c11z.,Salbutamol 2mg/5mL sugar free syrup
c12..,Salbutamol [parenteral preparations]
c121.,Ventolin 250micrograms/5mL injection
c122.,Ventolin 500micrograms/1mL injection
c123.,Ventolin 5mg/5mL intravenous infusion
c124.,Salbuvent 250micrograms/5mL injection
c125.,Salbuvent 500micrograms/1mL injection
c126.,Salbuvent 5mg/5mL intravenous infusion
c12w.,Salbutamol 5mg/50mL injection
c12x.,Salbutamol 250micrograms/5mL injection
c12y.,Salbutamol 500micrograms/1mL injection
c12z.,Salbutamol 5mg/5mL intravenous infusion
c13..,Salbutamol [inhalation preparations]
c131.,Asmaven 100micrograms inhaler
c132.,Cobutolin 100micrograms inhaler
c133.,Salbulin 100micrograms inhaler
c134.,Ventolin 100micrograms inhaler
c135.,Ventolin 2.5mg/2.5mL Nebule
c136.,Ventolin 200micrograms Rotacap
c137.,Ventolin 400micrograms Rotacap
c139.,Ventolin 100mg/20mL nebuliser solution
c13A.,Steri-Neb Salamol 2.5mg/2.5mL nebulisation unit
c13B.,Steri-Neb Salamol 5mg/2.5mL nebulisation unit
c13C.,Salbutamol 200micrograms/blister disks+disk inhaler
c13D.,Salbutamol 400micrograms/blister disks+disk inhaler
c13E.,Salbutamol 200micrograms/blister disks refill
c13F.,Salbutamol 400micrograms/blister disks refill
c13G.,Salbutamol 100micrograms breath-actuated aerosol inhaler
c13H.,Salamol 100micrograms inhaler
c13I.,Airomir 100micrograms CFC-free inhaler
c13J.,Salbutamol 100micrograms CFC-free inhaler
c13K.,Salamol Easi-Breathe 100mcg breath-actuated aerosol inhaler
c13L.,Salbutamol 200micrograms breath-actuated dry powder inhaler
c13M.,Ventolin 200micrograms Accuhaler
c13N.,Salbutamol 100micrograms vortex metered dose inhaler
c13O.,Ventolin Easi-Breathe 100microgram inhaler
c13P.,Asmasal 100micrograms Spacehaler
c13Q.,Asmasal 95micrograms Clickhaler
c13R.,Salbutamol 100micrograms breath-actuated dry powder inhaler
c13S.,Salbutamol 95micrograms breath-actuated dry powder inhaler
c13T.,Ventolin 100micrograms Evohaler
c13U.,Salbutamol 100mcg CFC-free breath-actuated aerosol inhaler
c13V.,Airomir 100micrograms CFC-free Autohaler
c13W.,Maxivent 2.5mg/2.5mL Steripoule
c13X.,Maxivent 5mg/2.5mL Steripoule
c13Y.,Salbulin 100micrograms CFC-free inhaler
c13Z.,Salamol 100micrograms CFC-free inhaler
c13a.,Aerolin-400 100micrograms inhaler
c13c.,Aerolin Auto 100micrograms inhaler
c13d.,Ventodisks 200micrograms diskhaler 14x8
c13e.,Ventodisks 400micrograms diskhaler 14x8
c13f.,Ventodisks 200micrograms disk refill 14x8
c13g.,Ventodisks 400micrograms disk refill 14x8
c13h.,Salbuvent 100micrograms inhaler
c13i.,Salbuvent Rondo 100micrograms inhaler
c13j.,Salbuvent 5mg/mL respirator solution
c13l.,Aerolin 100micrograms Autohaler 200d
c13m.,Ventolin 5mg/2.5mL Nebule
c13n.,Aerolin 100micrograms Autohaler 100d
c13o.,Salbutamol 5mg/2.5mL nebulisation unit
c13p.,Maxivent 100micrograms inhaler
c13q.,Salbutamol 200 Cyclocap
c13r.,Salbutamol 400 Cyclocap
c13s.,Ventolin Rotahaler
c13v.,Salbutamol 100micrograms inhaler
